CASENO,COMPANY,FUNCTIONAL_GROUP,FUNCTION,FUNCTIONAL_AREA,FUNCTIONAL_LOCATION,FUNCTIONAL_SUB_LOCATION,LOCATION_SID,LOCATION_SHORT,COUNTRY_SHORT,SL_COUNTRY,SL_LOCATION_LVL_1,SL_LOCATION_LVL_2,SL_LOCATION_LVL_3,SL_LOCATION_LVL_4,CASE_OCCURENCE_DATE,TITLE,COMPANY_INVOLVED_TYPE,CASE_TYPE,CASE_SEVERITY,CASE_DESCRIPTION,STATUS,HAZARD,IMM_ACTION_TAKEN_RECOM,FULL_INVESTIGATION_DONE,CREATED_DATE,MODIFIED_DATE,APPROVED_WITHIN_DEADLINE,CASE_CLOSED_DATE,CASES_NO_OF_REGISTRATIONS,VALID_FROM,VALID_TO,POTENTIAL_SEV_LEVEL,RISK_AREA,LEARNINGS_ACTUAL_SEVERITY,LEARNINGS_POTENTIAL_RISK,title_length,description_length,combined_text_length,title_word_count,description_word_count,combined_word_count,binary_label,text_features
44672,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,19/04/2024,Security cameras tripped and failed to restart.,Uniper employee,Asset and Reputation damage/loss,Near Hits,"Following a grid system voltage drop on Friday 19/04, 32 out of 35 security cameras  tripped and failed to restart.",Closed,Electricity,,Investigated,24/04/2024,,Yes,15/05/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,47,115,162,7,20,27,0,"Security cameras tripped and failed to restart.. Following a grid system voltage drop on Friday 19/04, 32 out of 35 security cameras  tripped and failed to restart."
51665,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Enfield UK (75001394),Maintenance (75001613),8135,PP ENF,UK,UK,Gas Turbine Fleet,Enfield,Enf.,,21/12/2024,Tool dropped from height whilst accessing work area,Uniper employee,Safety,Near Hits,"On Saturday 21st December approx. 16:00 PLS had prepared for works on the Turbine Hall overhead travelling crane. The crane is accessed via a ladder from the 9.0m platform level. Prior to reaching the bottom of the ladder the person was securing a 12"""" adjustable spanner in readiness to climb at which point the tool was dropped and fell to ground. The tool landed in the barriered area below which was being supervised by a second member of the working party.",Closed,Fall from height (Eg. Vertical drops from above or to below ground),"Work stopped. Control measures re-assessed, tools secured prior to continuing.",Investigated,23/12/2024,,Yes,24/12/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Medium,Low Risk,Not Applicable,Medium,51,461,512,8,81,89,0,"Tool dropped from height whilst accessing work area. On Saturday 21st December approx. 16:00 PLS had prepared for works on the Turbine Hall overhead travelling crane. The crane is accessed via a ladder from the 9.0m platform level. Prior to reaching the bottom of the ladder the person was securing a 12"""" adjustable spanner in readiness to climb at which point the tool was dropped and fell to ground. The tool landed in the barriered area below which was being supervised by a second member of the working party."
46207,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Grain UK (75001395),Grain Engineering Team (75001617),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,11/06/2024,Waste Water NAOH Storage IBC Leak,Uniper employee,Process Safety,Observations,It was reported by the chemist that the hose connection between the IBC and the Skid was leaking,Closed,"Hazardous substance, which is non-toxic, non-CMR substance (carcinogenic, mutagenic, reproduction toxic)",Waste Water NAOH Storage IBC Outlet Isol Valve shut and P1 defect 21524504 raised,Investigated,11/06/2024,,No,13/08/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,33,96,129,6,18,24,1,Waste Water NAOH Storage IBC Leak. It was reported by the chemist that the hose connection between the IBC and the Skid was leaking
42625,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,22/02/2024,Ratcliffe - Nominated Supervisor / SAM Secova,Uniper employee,Safety,Observations,"A record for a Ratcliffe - Nominated Supervisor was entered into the system by GSO Admin Support correctly. The record shows 6 Delegates, a Roster and individual nomination form attached to each delegate. 

An anomaly then occurred and a second record was saved to the entire directory, >18,000 entries. Each person had a Group Training recorded for a Ratcliffe – Nominated Supervisor with a Roster attached.

Due to the amount of data involved in this issue we cannot reverse the entry so a ticket has been raised with SAM and they will make the correction.",Closed,Notification record (Eg. External regulator),Emailed sent to all TC's @ 15.03 on 22nd February 2024. Service Ticket raised with SAM Secova to rectify.,Investigated,23/02/2024,,No,30/12/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,45,558,603,7,95,102,0,"Ratcliffe - Nominated Supervisor / SAM Secova. A record for a Ratcliffe - Nominated Supervisor was entered into the system by GSO Admin Support correctly. The record shows 6 Delegates, a Roster and individual nomination form attached to each delegate. 

An anomaly then occurred and a second record was saved to the entire directory, >18,000 entries. Each person had a Group Training recorded for a Ratcliffe – Nominated Supervisor with a Roster attached.

Due to the amount of data involved in this issue we cannot reverse the entry so a ticket has been raised with SAM and they will make the correction."
24256,Uniper Group (70006651) - Altrad,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,16/03/2022,No Barrier signage on ownership etc,Contractor,Safety,Observations,Cladding has been removed for Alimak and storage area set up without temporary storage signs,Closed,Incorrect posture or insufficient work environment,signs added and now area cleared of items (only Doosan items let which are suitably stored),Investigated,17/03/2022,,Yes,24/03/2022,1.0,00/01/1900 00:06,00/01/1900 00:00,Not selected,Not selected,Not Applicable,Low,35,92,127,6,15,21,0,No Barrier signage on ownership etc. Cladding has been removed for Alimak and storage area set up without temporary storage signs
32958,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Energy Storage (70017941),Operations UK (70017946),SHEQ (70018216),25232,HGSL,UK,UK,Energy Storage,Holford,,,01/09/2022,Operator set point set too high.,Uniper employee,Process Safety,Observations,EKC10CP006 being set on setpoint @ 75bar. On reading the control description believe it should be set to 70 bar. As the controller is there to protect the contactors from over pressure then SP of 75 bar seems close to the contactor inlet trip of 77 bar.,Closed,Explosion,Read section 5.12.1 of the control description and set the operator setpoint for EKC10CP006 to 70 barg not 75 barg.,Investigated,27/03/2023,,No,13/04/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,32,253,285,6,47,53,1,Operator set point set too high.. EKC10CP006 being set on setpoint @ 75bar. On reading the control description believe it should be set to 70 bar. As the controller is there to protect the contactors from over pressure then SP of 75 bar seems close to the contactor inlet trip of 77 bar.
42283,Uniper Group (70006651) - HARGREAVES,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,01/02/2024,Safety Leadership inspection of the coal plant,Contractor,Safety,Observations,Following the inspection with the Exec minimum standards of the coal plant were shown with the admin area. However when on site the minimum standards were not being achieved in a number of area. Please see attachment.,Closed,Incorrect posture or insufficient work environment,,Investigated,13/02/2024,,No,18/03/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,46,217,263,7,37,44,0,Safety Leadership inspection of the coal plant. Following the inspection with the Exec minimum standards of the coal plant were shown with the admin area. However when on site the minimum standards were not being achieved in a number of area. Please see attachment.
33877,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),CCGT (70017930),Connahs Quay UK (70019208),HSSE (70019330),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,26/04/2023,In proper use Alimak Lift,Uniper employee,Safety,Observations,"An emergency alarm was received in the CCR for unit 3 / unit 4 Alimak lift, On investigation two persons were unable to exit at the first landing, Persons inside lift dropped lift to ground floor and opened door. When asked if what was wrong they had said they could not open the door. when asked if they had been authorised and trained they replied the engineer in charge of the job had said it was o.k , explained to the two persons that there is a formal process of training and authorisation before being able to use lift and told them not to use further until they had been trained.",Closed,Health,"Instructed untrained persons to not reuse lift, persons that need to use lift require training and authorisation",Investigated,26/04/2023,,No,27/10/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Not selected,Not selected,Not Applicable,Low,25,587,612,5,111,116,0,"In proper use Alimak Lift. An emergency alarm was received in the CCR for unit 3 / unit 4 Alimak lift, On investigation two persons were unable to exit at the first landing, Persons inside lift dropped lift to ground floor and opened door. When asked if what was wrong they had said they could not open the door. when asked if they had been authorised and trained they replied the engineer in charge of the job had said it was o.k , explained to the two persons that there is a formal process of training and authorisation before being able to use lift and told them not to use further until they had been trained."
47786,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy S&B (75000928),Ratcliffe (75001389),Ratcliffe UK A (Engineering & Maint) (75001565),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,10/08/2024,Ops Loss - Unit 4 Late Sync,Uniper employee,Operational loss,Observations,Unit 4 synchronised 20 mins late - issues with auto run up.,Closed,Loss of control,C&I Engineer  Pete Michelson contacted - rang back after pressure above 76 Bar and unit running up. Suspect code issue PM to investigate Monday am.,Investigated,11/08/2024,,Yes,17/09/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,27,59,86,7,12,19,0,Ops Loss - Unit 4 Late Sync. Unit 4 synchronised 20 mins late - issues with auto run up.
36737,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,25/07/2023,Poor housekeeping L3 U4 B side of boiler,Uniper employee,Safety,Observations,"Temporary storage area has become a dumping ground for a number of items, the area needs to be cleaned and items removed.",Closed,Incorrect posture or insufficient work environment,,Investigated,25/07/2023,,No,20/09/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,40,121,161,8,22,30,0,"Poor housekeeping L3 U4 B side of boiler. Temporary storage area has become a dumping ground for a number of items, the area needs to be cleaned and items removed."
47785,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Enfield UK (75001394),Maintenance (75001613),4085,Enfield,UK,UK,Gas Turbine Fleet,Enfield,,,10/08/2024,Earth Switch 191C interlocking failure.,Uniper employee,Operational loss,Near Hits,"Whilst carrying out a 132kV isolation / earth up, the cam driven interlock underneath the earth switch 191C has failed completely. This requires urgent repair, as it provides the electrical interlock signals for the 6.6kV incomer earth switch (which may now remain on with earth switch 191C open).",Closed,Loss of control,"P1 Notification entered, synergi life entered, entry in station log entered.",Investigated,10/08/2024,,No,28/10/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,39,297,336,5,48,53,0,"Earth Switch 191C interlocking failure.. Whilst carrying out a 132kV isolation / earth up, the cam driven interlock underneath the earth switch 191C has failed completely. This requires urgent repair, as it provides the electrical interlock signals for the 6.6kV incomer earth switch (which may now remain on with earth switch 191C open)."
47784,Uniper Group (70006651) - TEI,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),Production (75001609),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,09/08/2024,Floor opening due to pipe section removal,Contractor,Safety,Observations,"During routine housekeeping inspection it was observed on the Unit 4 HP Drum, sections of pipework had been removed resulting in a small floor opening.",Closed,Slip / Trip / Fall (at the same floor level and on stairs),"Contact made with both companies involved, no work was scheduled in the area, opening to be made good by Kaefer. To be discussed at next CDM meeting.",Investigated,10/08/2024,,No,20/11/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Medium,Low Risk,Not Applicable,Medium,41,151,192,7,25,32,0,"Floor opening due to pipe section removal. During routine housekeeping inspection it was observed on the Unit 4 HP Drum, sections of pipework had been removed resulting in a small floor opening."
